"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
NA,"0",NA,NA,0.39,0.2836,"(10,16]",NA,"3",7,361
16,"0",NA,31.48,0.41,0.2836,NA,990.9904,"3",7,372
NA,"0",NA,NA,0.36,0.2239,"(16,19]",NA,"3",7,363
18,"0","1",30.54,0.43,NA,"(16,19]",932.6916,"3",7,363
19,"0","1",29.6,0.49,0.3284,NA,876.16,"3",7,303
20,NA,"1",27.72,NA,NA,NA,768.3984,"3",7,268
21,"0","1",26.78,0.62,0.2537,"(19,24]",717.1684,"3",7,227
22,"0","1",26.78,0.66,0.2239,"(19,24]",717.1684,"3",7,143
23,"0","1",25.84,0.66,0.2537,"(19,24]",667.7056,"3",7,72
0,"1","1",24.9,0.65,0.194,"(-0.01,5]",620.01,"3",7,35
NA,"1",NA,NA,0.61,0.2836,"(-0.01,5]",NA,"3",7,10
2,"1","1",24.9,NA,0.2239,"(-0.01,5]",620.01,"3",7,12
NA,"1",NA,NA,0.65,0.1642,"(-0.01,5]",NA,"3",7,10
4,"1","1",23.02,0.74,0.2239,"(-0.01,5]",529.9204,"3",7,4
5,NA,"1",23.02,NA,NA,NA,529.9204,"3",7,26
6,NA,"1",23.96,NA,NA,NA,574.0816,"3",7,121
7,"1","1",24.9,0.74,0.2537,"(5,10]",620.01,"3",7,317
8,"1","1",26.78,0.66,0.2836,"(5,10]",717.1684,"3",7,420
NA,"1","1",28.66,0.59,0.2985,"(5,10]",821.3956,"3",7,208
10,"1","1",29.6,NA,0.3582,"(5,10]",876.16,"3",7,117
11,"1","1",30.54,0.56,0.2985,"(10,16]",932.6916,"3",7,128
12,"1","1",31.48,0.53,0.2836,"(10,16]",990.9904,"3",7,148
NA,"1",NA,NA,0.5,0.2537,NA,NA,"3",7,141
14,NA,"1",32.42,NA,NA,NA,1051.0564,"3",7,134
15,"1","1",32.42,0.56,0.4179,"(10,16]",1051.0564,"3",7,146
16,"1","1",32.42,0.56,0.3881,"(10,16]",1051.0564,"3",7,239
17,NA,"1",32.42,NA,NA,NA,1051.0564,"3",7,514
18,"1","1",32.42,0.53,0.3881,"(16,19]",1051.0564,"3",7,472
19,"1","1",31.48,0.59,0.3284,"(16,19]",990.9904,"3",7,373
20,"1","1",25.84,0.74,0.4179,NA,667.7056,"3",7,236
21,"1","1",24.9,0.79,0.4179,"(19,24]",620.01,"3",7,130
22,NA,"1",NA,NA,NA,NA,667.7056,"3",7,90
23,"1","1",24.9,0.79,0.1343,"(19,24]",620.01,"3",7,55
0,"2","1",24.9,0.79,0.1343,"(-0.01,5]",620.01,"3",7,22
1,"2","1",24.9,0.79,0.0896,"(-0.01,5]",620.01,"3",7,14
2,"2","1",24.9,0.79,0.1045,"(-0.01,5]",620.01,"3",7,9
NA,"2",NA,NA,0.79,0,"(-0.01,5]",NA,"3",7,8
4,"2",NA,24.9,0.79,0.1642,"(-0.01,5]",620.01,"3",7,6
5,"2","1",24.9,0.79,0.0896,"(-0.01,5]",620.01,"3",7,25
6,"2","1",26.78,0.58,0.2239,"(5,10]",717.1684,"3",7,115
7,"2","1",27.72,0.55,0.194,"(5,10]",768.3984,"3",7,330
8,"2","1",27.72,0.58,0.2239,"(5,10]",NA,"3",7,417
9,NA,"1",28.66,NA,NA,NA,821.3956,"3",7,176
NA,"2",NA,NA,0.52,0.1642,"(5,10]",NA,"3",7,123
NA,"2",NA,NA,0.52,0.1642,"(10,16]",NA,"3",7,125
12,NA,"1",32.42,NA,NA,NA,1051.0564,"3",7,163
NA,"2",NA,NA,0.47,0.2239,"(10,16]",NA,"3",7,136
14,"2","1",34.3,0.42,0.2985,"(10,16]",1176.49,"3",7,124
NA,"2",NA,NA,0.42,0.3582,"(10,16]",NA,"3",7,148
16,"2","1",32.42,0.44,0.2836,"(10,16]",1051.0564,"3",7,202
17,"2","1",33.36,NA,0.2836,"(16,19]",1112.8896,"3",7,428
18,"2","1",32.42,0.47,0.2985,"(16,19]",1051.0564,"3",7,511
19,"2","1",31.48,NA,0.2836,"(16,19]",990.9904,"3",7,337
20,"2","1",30.54,0.43,0.194,"(19,24]",932.6916,"3",7,308
21,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,258
22,"2","1",29.6,0.46,0.1343,"(19,24]",876.16,"3",7,194
23,"2","1",28.66,0.52,0,"(19,24]",821.3956,"3",7,79
NA,"3",NA,NA,0.62,0,"(-0.01,5]",NA,"3",7,46
1,"3","1",27.72,0.55,NA,"(-0.01,5]",768.3984,"3",7,12
2,"3","1",27.72,0.55,0,"(-0.01,5]",768.3984,"3",7,5
3,"3","1",26.78,0.58,0.194,NA,717.1684,"3",7,4
4,NA,"1",26.78,0.58,0.2537,"(-0.01,5]",717.1684,"3",7,5
5,"3","1",26.78,0.58,0.194,"(-0.01,5]",717.1684,"3",7,26
6,"3","1",26.78,0.58,0.1642,"(5,10]",717.1684,"3",7,121
NA,"3",NA,NA,0.55,0.2537,"(5,10]",NA,"3",7,313
NA,"3",NA,NA,0.49,NA,"(5,10]",NA,"3",7,449
NA,"3",NA,NA,0.41,0.194,"(5,10]",NA,"3",7,186
10,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,113
11,"3","1",31.48,0.39,0.1642,"(10,16]",990.9904,"3",7,165
12,"3","1",31.48,0.41,0.2836,"(10,16]",990.9904,"3",7,174
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,158
14,"3","3",30.54,0.46,0.1343,"(10,16]",932.6916,"3",7,116
15,"3","3",22.08,0.94,0.1343,"(10,16]",487.5264,"3",7,46
16,"3","2",23.02,0.89,0,"(10,16]",529.9204,"3",7,141
17,"3","1",24.9,0.79,0,NA,NA,"3",7,488
18,"3","1",25.84,0.79,0.1343,"(16,19]",667.7056,"3",7,463
19,"3","1",24.9,0.79,0.1045,"(16,19]",620.01,"3",7,419
20,"3","1",24.9,0.84,0.1642,"(19,24]",620.01,"3",7,342
21,NA,"1",NA,NA,NA,NA,620.01,"3",7,250
22,"3",NA,23.96,0.83,0.194,"(19,24]",NA,"3",7,184
NA,"3",NA,23.02,0.83,0.2537,"(19,24]",529.9204,"3",7,116
0,"4","1",23.02,0.69,0.2985,"(-0.01,5]",529.9204,"3",7,46
1,NA,"1",23.02,NA,NA,NA,529.9204,"3",7,25
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,10
3,"4","1",21.14,NA,0.2985,"(-0.01,5]",446.8996,"3",7,6
NA,"4",NA,NA,0.53,0.2537,NA,NA,"3",7,6
NA,"4",NA,NA,0.56,0.2239,"(-0.01,5]",NA,"3",7,28
6,"4","1",20.2,0.6,NA,"(5,10]",408.04,"3",7,130
7,"4","1",21.14,0.53,0.2537,"(5,10]",446.8996,"3",7,334
8,NA,"1",22.08,NA,NA,NA,487.5264,"3",7,486
9,"4","1",23.96,0.47,0.2836,"(5,10]",574.0816,"3",7,224
10,"4","1",24.9,0.42,0.2537,"(5,10]",620.01,"3",7,127
11,"4","1",25.84,0.37,0.2239,"(10,16]",667.7056,"3",7,148
12,NA,"1",26.78,NA,NA,NA,717.1684,"3",7,223
13,"4","1",27.72,0.33,0.3284,"(10,16]",768.3984,"3",7,177
NA,"4",NA,NA,0.35,0.2836,"(10,16]",NA,"3",7,178
15,"4","1",27.72,0.33,0.2985,"(10,16]",768.3984,"3",7,180
16,"4","1",27.72,0.33,0.1343,"(10,16]",768.3984,"3",7,274
17,NA,"1",26.78,0.37,0.1343,"(16,19]",717.1684,"3",7,595
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,578
19,"4","1",25.84,0.39,0.2239,"(16,19]",667.7056,"3",7,400
NA,"4",NA,NA,0.42,0.2239,NA,NA,"3",7,348
21,"4",NA,23.02,0.5,0.1343,"(19,24]",529.9204,"3",7,261
22,"4","1",22.08,0.57,0.0896,"(19,24]",487.5264,"3",7,176
NA,"4","1",22.08,0.65,0.2537,"(19,24]",487.5264,"3",7,124
0,"5","1",21.14,NA,0.2239,"(-0.01,5]",446.8996,"3",7,80
NA,"5",NA,NA,0.73,0.194,"(-0.01,5]",NA,"3",7,20
2,"5","1",20.2,0.78,0.1642,"(-0.01,5]",408.04,"3",7,38
NA,"5",NA,NA,0.73,0.194,"(-0.01,5]",NA,"3",7,7
4,NA,"1",20.2,NA,NA,NA,408.04,"3",7,10
5,"5","1",20.2,0.73,0.1343,"(-0.01,5]",408.04,"3",7,23
6,"5","2",20.2,0.73,0.1045,"(5,10]",408.04,"3",7,120
7,"5","1",22.08,0.65,0.1045,"(5,10]",487.5264,"3",7,274
8,"5","1",22.08,0.65,0.2537,"(5,10]",487.5264,"3",7,564
NA,"5","1",23.96,0.54,0.194,"(5,10]",574.0816,"3",7,207
10,"5",NA,23.02,0.61,0.1642,"(5,10]",529.9204,"3",7,166
11,"5","1",24.9,0.54,0.1343,"(10,16]",620.01,"3",7,210
NA,"5",NA,NA,0.48,0.194,"(10,16]",NA,"3",7,238
13,"5","1",24.9,0.54,0.194,"(10,16]",620.01,"3",7,247
14,NA,"1",24.9,0.51,0.194,"(10,16]",620.01,"3",7,265
15,"5","1",25.84,0.45,0.1642,NA,667.7056,"3",7,237
16,NA,"1",25.84,NA,NA,NA,667.7056,"3",7,361
17,"5","1",NA,0.42,0.2537,"(16,19]",717.1684,"3",7,587
18,"5","1",25.84,0.45,0.2239,NA,667.7056,"3",7,496
19,"5","1",24.9,0.45,0.2239,"(16,19]",620.01,"3",7,394
NA,NA,"1",24.9,NA,NA,NA,620.01,"3",7,343
NA,"5",NA,NA,0.54,0.1045,"(19,24]",NA,"3",7,261
22,NA,"1",NA,0.57,0.2239,"(19,24]",529.9204,"3",7,223
23,"5","1",22.08,0.61,0.1642,"(19,24]",487.5264,"3",7,167
0,"6","1",21.14,0.65,NA,"(-0.01,5]",446.8996,"3",7,110
1,"6","1",20.2,0.69,0.1045,"(-0.01,5]",408.04,"3",7,75
NA,"6",NA,NA,NA,0.1343,"(-0.01,5]",NA,"3",7,58
3,"6","1",20.2,0.78,0.1343,"(-0.01,5]",408.04,"3",7,26
4,"6","1",20.2,0.73,0.0896,"(-0.01,5]",NA,"3",7,16
5,"6","1",19.26,0.78,0.0896,"(-0.01,5]",370.9476,"3",7,10
6,"6","1",20.2,0.78,0.1642,"(5,10]",408.04,"3",7,37
7,NA,"1",21.14,NA,NA,NA,446.8996,"3",7,52
8,"6","1",23.02,0.65,NA,"(5,10]",529.9204,"3",7,127
NA,"6",NA,NA,0.54,0.2239,"(5,10]",NA,"3",7,222
NA,"6",NA,NA,0.54,0.194,"(5,10]",NA,"3",7,322
11,"6","1",26.78,0.48,0.2239,"(10,16]",717.1684,"3",7,396
12,"6","1",27.72,0.43,0.2836,"(10,16]",768.3984,"3",7,463
NA,"6","1",27.72,0.45,0.2985,"(10,16]",768.3984,"3",7,497
14,"6","1",26.78,NA,0.2985,"(10,16]",717.1684,"3",7,433
15,"6","1",27.72,0.45,0.3284,"(10,16]",768.3984,"3",7,428
16,"6","1",27.72,0.45,0.2836,"(10,16]",NA,"3",7,425
17,"6","1",27.72,0.45,0.2239,"(16,19]",768.3984,"3",7,475
18,"6","1",27.72,0.45,0.2836,"(16,19]",768.3984,"3",7,428
19,"6","1",26.78,0.48,0.194,"(16,19]",717.1684,"3",7,406
20,"6","1",25.84,0.51,0.2239,"(19,24]",667.7056,"3",7,296
21,"6",NA,24.9,0.58,0.2239,"(19,24]",620.01,"3",7,252
NA,"6","1",24.9,0.65,0.2836,"(19,24]",620.01,"3",7,201
23,"6","1",23.96,0.61,0.2239,"(19,24]",574.0816,"3",7,168
NA,"0",NA,NA,0.65,0.2239,"(-0.01,5]",NA,"3",7,125
1,"0","1",22.08,0.69,0.194,"(-0.01,5]",NA,"3",7,102
2,"0","1",22.08,0.69,0.2239,"(-0.01,5]",NA,"3",7,94
3,"0","1",22.08,0.69,NA,"(-0.01,5]",487.5264,"3",7,47
NA,"0",NA,NA,0.73,0.1642,NA,NA,"3",7,10
5,NA,"1",22.08,NA,NA,NA,NA,"3",7,12
6,"0","1",21.14,0.73,0.1642,"(5,10]",446.8996,"3",7,21
7,"0",NA,22.08,0.73,0.1642,"(5,10]",487.5264,"3",7,50
8,NA,"1",23.96,NA,NA,NA,574.0816,"3",7,118
9,NA,"1",25.84,0.58,0.2239,"(5,10]",667.7056,"3",7,184
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,304
11,"0","1",27.72,0.55,0.2836,"(10,16]",768.3984,"3",7,391
12,"0","1",27.72,0.55,0.2836,"(10,16]",768.3984,"3",7,420
13,NA,"1",29.6,NA,NA,NA,NA,"3",7,472
14,"0","1",29.6,0.49,NA,"(10,16]",NA,"3",7,430
15,"0","1",30.54,0.43,0.2985,"(10,16]",932.6916,"3",7,324
16,"0","1",29.6,0.46,0.2985,"(10,16]",876.16,"3",7,317
NA,"0","1",29.6,NA,0.3881,"(16,19]",876.16,"3",7,369
18,"0","1",29.6,0.46,0.2985,"(16,19]",876.16,"3",7,390
19,"0","1",27.72,0.55,0.2836,"(16,19]",768.3984,"3",7,379
20,NA,"1",27.72,NA,NA,NA,768.3984,"3",7,262
21,"0","1",26.78,0.62,0.2239,"(19,24]",717.1684,"3",7,207
NA,"0",NA,NA,0.66,0.2239,"(19,24]",NA,"3",7,181
23,"0","1",24.9,0.74,0.1343,"(19,24]",620.01,"3",7,93
0,"1","1",24.9,0.74,0.1343,"(-0.01,5]",620.01,"3",7,51
1,"1",NA,24.9,0.74,0.2239,"(-0.01,5]",620.01,"3",7,25
2,NA,"1",23.02,0.83,0.2239,"(-0.01,5]",529.9204,"3",7,10
3,"1","1",23.02,0.78,0.194,"(-0.01,5]",529.9204,"3",7,7
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,4
5,"1","1",22.08,0.78,NA,"(-0.01,5]",487.5264,"3",7,17
6,NA,"1",22.08,NA,NA,NA,487.5264,"3",7,105
NA,"1","1",23.96,0.74,0.2239,"(5,10]",574.0816,"3",7,277
8,NA,"1",24.9,0.7,0.194,"(5,10]",620.01,"3",7,347
9,NA,"1",26.78,NA,NA,NA,717.1684,"3",7,203
10,"1","1",27.72,0.62,0.194,"(5,10]",NA,"3",7,130
11,"1","1",29.6,0.55,0.0896,"(10,16]",876.16,"3",7,141
12,"1","1",29.6,0.59,0.194,"(10,16]",876.16,"3",7,165
13,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,152
14,"1","1",30.54,0.56,0.3284,"(10,16]",932.6916,"3",7,138
15,"1","1",31.48,0.53,0.3284,"(10,16]",990.9904,"3",7,164
16,"1","1",31.48,0.53,0.2836,"(10,16]",990.9904,"3",7,265
NA,"1",NA,NA,0.49,0.3284,"(16,19]",NA,"3",7,545
18,"1","1",30.54,0.49,0.3582,"(16,19]",NA,"3",7,558
19,"1","1",29.6,NA,NA,"(16,19]",876.16,"3",7,398
20,"1","1",28.66,0.59,0.2239,"(19,24]",821.3956,"3",7,323
21,"1","1",26.78,0.66,0.194,"(19,24]",717.1684,"3",7,202
22,"1","1",27.72,0.66,0.2239,"(19,24]",768.3984,"3",7,140
NA,"1",NA,NA,0.66,NA,"(19,24]",NA,"3",7,91
0,NA,"1",26.78,0.66,0.1045,"(-0.01,5]",717.1684,"3",7,51
1,"2","2",26.78,0.66,0.1343,"(-0.01,5]",717.1684,"3",7,13
2,"2","1",25.84,0.7,NA,"(-0.01,5]",667.7056,"3",7,13
3,NA,"1",25.84,NA,NA,NA,NA,"3",7,3
4,"2","1",25.84,0.7,0.1343,"(-0.01,5]",667.7056,"3",7,5
5,"2","2",24.9,0.74,0.1045,"(-0.01,5]",620.01,"3",7,19
6,"2","2",25.84,0.74,0.1045,"(5,10]",667.7056,"3",7,134
7,"2","2",26.78,NA,0.1642,"(5,10]",717.1684,"3",7,315
NA,"2","2",27.72,0.7,0.1642,"(5,10]",768.3984,"3",7,412
9,"2","2",29.6,0.63,0.1343,"(5,10]",876.16,"3",7,199
10,"2","2",30.54,0.56,0.1642,"(5,10]",932.6916,"3",7,141
11,NA,"1",30.54,0.59,0,"(10,16]",932.6916,"3",7,127
NA,"2",NA,NA,0.56,0.0896,"(10,16]",NA,"3",7,153
13,"2","1",32.42,0.53,0.1045,"(10,16]",1051.0564,"3",7,172
NA,"2",NA,NA,0.5,0.194,"(10,16]",NA,"3",7,152
15,"2","1",33.36,0.44,0.194,"(10,16]",NA,"3",7,158
16,"2","1",34.3,0.42,0.2985,"(10,16]",1176.49,"3",7,277
NA,NA,"1",29.6,NA,NA,NA,876.16,"3",7,513
18,"2","1",29.6,NA,0.1343,"(16,19]",876.16,"3",7,530
NA,"2",NA,NA,0.75,0.194,"(16,19]",NA,"3",7,388
20,NA,"1",26.78,NA,NA,NA,NA,"3",7,277
21,"2","1",26.78,0.74,NA,"(19,24]",NA,"3",7,241
22,NA,"1",26.78,NA,NA,NA,717.1684,"3",7,156
23,"2","3",25.84,0.79,0.1642,"(19,24]",667.7056,"3",7,92
0,"3","1",24.9,0.84,0.1045,"(-0.01,5]",620.01,"3",7,40
NA,"3",NA,NA,0.84,0,"(-0.01,5]",NA,"3",7,11
2,"3","1",24.9,0.84,0,"(-0.01,5]",NA,"3",7,9
3,NA,"1",24.9,NA,NA,NA,620.01,"3",7,6
4,"3","1",23.96,0.83,0,"(-0.01,5]",574.0816,"3",7,4
5,"3",NA,23.96,0.83,0.1045,"(-0.01,5]",574.0816,"3",7,23
NA,"3",NA,NA,0.89,0.1045,"(5,10]",NA,"3",7,116
7,"3","2",24.9,0.84,0.1045,"(5,10]",620.01,"3",7,303
NA,"3",NA,NA,0.74,0,"(5,10]",NA,"3",7,438
NA,"3","1",26.78,0.7,0.0896,"(5,10]",717.1684,"3",7,209
10,"3","1",27.72,0.7,0,NA,768.3984,"3",7,110
11,"3","1",29.6,0.63,0.0896,"(10,16]",876.16,"3",7,142
12,"3","1",30.54,0.59,0,"(10,16]",932.6916,"3",7,149
13,"3","1",31.48,0.56,0.194,"(10,16]",990.9904,"3",7,120
14,"3","1",32.42,0.53,0.2239,"(10,16]",1051.0564,"3",7,127
15,"3","1",32.42,0.5,0.1642,"(10,16]",1051.0564,"3",7,138
NA,"3",NA,NA,0.56,0,"(10,16]",NA,"3",7,234
NA,"3",NA,NA,0.59,0.194,"(16,19]",NA,"3",7,455
NA,"3",NA,NA,0.59,0.2239,"(16,19]",NA,"3",7,497
19,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,382
20,NA,"1",29.6,NA,NA,NA,876.16,"3",7,309
21,NA,"1",29.6,NA,NA,NA,876.16,"3",7,242
NA,"3",NA,NA,0.7,0.2239,"(19,24]",NA,"3",7,169
23,"3","1",27.72,0.75,0.2537,"(19,24]",768.3984,"3",7,99
0,NA,"2",NA,NA,NA,NA,768.3984,"3",7,42
1,"4",NA,26.78,0.84,0.2239,"(-0.01,5]",717.1684,"3",7,21
2,NA,"2",26.78,NA,NA,NA,717.1684,"3",7,6
3,"4","2",26.78,0.79,0.1343,"(-0.01,5]",717.1684,"3",7,6
NA,"4","2",25.84,0.84,0.1045,"(-0.01,5]",667.7056,"3",7,4
5,"4","2",25.84,0.84,0.1045,NA,667.7056,"3",7,18
6,"4","2",25.84,0.84,0.1045,"(5,10]",NA,"3",7,117
NA,"4",NA,NA,0.84,0.1343,"(5,10]",NA,"3",7,274
NA,"4",NA,NA,0.79,0.1642,"(5,10]",NA,"3",7,381
9,"4","2",29.6,0.75,0.2537,"(5,10]",876.16,"3",7,200
10,"4","2",30.54,0.71,0.2239,"(5,10]",932.6916,"3",7,78
11,"4",NA,32.42,0.63,0.2985,NA,1051.0564,"3",7,106
12,"4","1",33.36,0.56,0.3284,"(10,16]",1112.8896,"3",7,135
13,NA,"1",33.36,NA,NA,NA,1112.8896,"3",7,102
14,"4","1",34.3,0.5,0.3582,"(10,16]",NA,"3",7,147
15,"4","1",34.3,0.53,0.2537,"(10,16]",1176.49,"3",7,133
16,"4","1",35.24,0.48,0.2836,"(10,16]",1241.8576,"3",7,210
17,NA,"1",35.24,NA,NA,NA,NA,"3",7,414
18,"4","1",34.3,0.5,0.2836,NA,1176.49,"3",7,382
NA,"4",NA,NA,0.67,0.2836,"(16,19]",NA,"3",7,284
20,"4","1",31.48,0.71,0.2239,"(19,24]",990.9904,"3",7,237
21,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,225
22,"4","1",30.54,0.71,0.1642,"(19,24]",932.6916,"3",7,149
NA,"4",NA,NA,0.71,0.1642,"(19,24]",NA,"3",7,113
0,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,60
1,NA,"1",29.6,NA,NA,NA,876.16,"3",7,24
NA,"5",NA,NA,0.79,0.1343,"(-0.01,5]",NA,"3",7,14
3,NA,"1",28.66,NA,NA,NA,821.3956,"3",7,7
4,"5","1",27.72,0.75,0.1045,"(-0.01,5]",768.3984,"3",7,13
NA,"5",NA,NA,0.79,0.1045,"(-0.01,5]",NA,"3",7,19
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,96
NA,"5",NA,NA,0.66,0.1045,"(5,10]",NA,"3",7,252
8,NA,"2",31.48,NA,NA,NA,990.9904,"3",7,322
9,"5","1",32.42,0.63,0.0896,"(5,10]",1051.0564,"3",7,208
10,NA,"1",34.3,NA,NA,NA,1176.49,"3",7,115
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,109
12,"5","1",36.18,0.48,0.1642,"(10,16]",1308.9924,"3",7,115
13,"5","1",36.18,0.51,0.1642,"(10,16]",1308.9924,"3",7,123
NA,"5",NA,37.12,0.48,0.2985,"(10,16]",1377.8944,"3",7,101
15,NA,"1",36.18,NA,NA,NA,1308.9924,"3",7,133
16,"5","3",34.3,0.39,0.2985,"(10,16]",1176.49,"3",7,182
17,"5","1",33.36,0.47,0.1045,"(16,19]",1112.8896,"3",7,306
NA,"5","1",34.3,0.37,0.1642,"(16,19]",1176.49,"3",7,284
19,NA,"2",32.42,NA,NA,NA,1051.0564,"3",7,250
20,"5","1",31.48,0.56,0,"(19,24]",990.9904,"3",7,212
NA,NA,NA,NA,0.59,0.0896,"(19,24]",NA,"3",7,190
22,"5","2",31.48,0.49,0.0896,"(19,24]",990.9904,"3",7,149
23,NA,"1",29.6,NA,NA,NA,876.16,"3",7,103
0,"6","1",30.54,0.56,0,"(-0.01,5]",932.6916,"3",7,101
1,"6","1",30.54,0.52,0.1045,"(-0.01,5]",932.6916,"3",7,70
2,"6","1",30.54,0.52,0,"(-0.01,5]",932.6916,"3",7,61
3,"6","1",28.66,0.66,0.0896,"(-0.01,5]",821.3956,"3",7,22
4,NA,"1",27.72,NA,NA,NA,NA,"3",7,9
5,"6","1",27.72,0.62,0.1343,"(-0.01,5]",768.3984,"3",7,7
NA,"6",NA,NA,0.52,0.1343,"(5,10]",NA,"3",7,25
7,"6","1",29.6,0.52,NA,"(5,10]",876.16,"3",7,45
NA,"6","1",31.48,0.49,0.2537,"(5,10]",990.9904,"3",7,109
9,"6","1",31.48,0.49,0.1642,"(5,10]",990.9904,"3",7,132
10,"6","1",32.42,0.41,0.2239,"(5,10]",1051.0564,"3",7,198
NA,"6","1",34.3,0.37,0.194,"(10,16]",1176.49,"3",7,216
12,NA,"1",35.24,NA,NA,NA,1241.8576,"3",7,235
13,"6","1",36.18,0.38,0.1642,"(10,16]",1308.9924,"3",7,245
14,"6","1",35.24,0.42,0,"(10,16]",1241.8576,"3",7,236
15,"6","1",36.18,0.38,0,"(10,16]",1308.9924,"3",7,215
16,NA,NA,36.18,0.38,0.1343,"(10,16]",1308.9924,"3",7,221
17,"6","1",36.18,0.38,0.1343,"(16,19]",1308.9924,"3",7,197
18,"6","1",35.24,0.4,0.2239,"(16,19]",1241.8576,"3",7,196
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,217
20,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,145
21,"6","1",30.54,0.59,0.2239,"(19,24]",932.6916,"3",7,154
22,"6","1",29.6,0.59,0.194,"(19,24]",876.16,"3",7,125
23,"6",NA,29.6,0.59,0.1045,NA,876.16,"3",7,104
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,119
1,"0","1",28.66,0.66,0.1045,"(-0.01,5]",821.3956,"3",7,96
2,"0","1",29.6,NA,0.0896,"(-0.01,5]",876.16,"3",7,60
3,"0","1",29.6,0.63,0.0896,NA,NA,"3",7,37
4,"0","1",28.66,0.66,0.1045,"(-0.01,5]",821.3956,"3",7,6
NA,NA,"1",28.66,NA,NA,NA,821.3956,"3",7,8
NA,"0",NA,NA,0.63,0.0896,"(5,10]",NA,"3",7,22
7,"0",NA,29.6,0.59,0.1343,"(5,10]",876.16,"3",7,35
8,"0","1",30.54,0.56,0.2836,"(5,10]",932.6916,"3",7,104
NA,"0",NA,NA,0.56,0.3881,"(5,10]",NA,"3",7,154
10,"0","1",32.42,0.5,0.3284,"(5,10]",1051.0564,"3",7,226
NA,"0","1",31.48,0.53,0.2537,"(10,16]",990.9904,"3",7,243
NA,NA,NA,NA,0.45,0.1642,"(10,16]",NA,"3",7,246
13,"0","1",32.42,0.47,0.2239,"(10,16]",1051.0564,"3",7,252
14,"0","1",32.42,0.5,0.2836,"(10,16]",1051.0564,"3",7,283
15,"0","1",34.3,0.42,0.2537,"(10,16]",1176.49,"3",7,238
16,"0","1",34.3,0.42,0.2537,"(10,16]",1176.49,"3",7,249
17,"0","1",34.3,0.39,0.1045,"(16,19]",1176.49,"3",7,249
18,"0","1",33.36,0.42,NA,"(16,19]",1112.8896,"3",7,243
19,"0","1",32.42,0.47,0.1642,"(16,19]",1051.0564,"3",7,240
20,NA,"1",31.48,NA,NA,NA,990.9904,"3",7,195
NA,"0",NA,NA,0.63,0.1343,"(19,24]",NA,"3",7,153
22,NA,"1",28.66,NA,NA,NA,821.3956,"3",7,98
23,"0","2",27.72,NA,0.0896,"(19,24]",NA,"3",7,50
0,NA,"2",27.72,NA,NA,NA,768.3984,"3",7,34
NA,"1",NA,NA,0.75,0.0896,"(-0.01,5]",NA,"3",7,12
2,"1","2",26.78,0.79,0.0896,"(-0.01,5]",717.1684,"3",7,6
3,"1","1",26.78,0.79,0,"(-0.01,5]",717.1684,"3",7,4
4,"1","1",25.84,NA,0.0896,"(-0.01,5]",667.7056,"3",7,6
NA,NA,"1",25.84,NA,NA,NA,667.7056,"3",7,24
6,"1","2",25.84,0.84,0.0896,"(5,10]",667.7056,"3",7,107
7,"1","2",26.78,0.79,0,"(5,10]",717.1684,"3",7,277
8,"1","2",27.72,0.75,0,"(5,10]",768.3984,"3",7,387
NA,NA,"1",29.6,NA,NA,NA,876.16,"3",7,135
10,"1","1",30.54,0.59,0,"(5,10]",932.6916,"3",7,84
11,"1","2",31.48,0.59,0.194,"(10,16]",990.9904,"3",7,107
12,"1","2",31.48,0.59,NA,"(10,16]",990.9904,"3",7,67
13,"1","2",26.78,0.74,0.1343,"(10,16]",717.1684,"3",7,78
14,"1","2",25.84,0.79,0.194,"(10,16]",NA,"3",7,90
15,NA,"1",24.9,NA,NA,NA,620.01,"3",7,112
16,"1","1",24.9,0.84,0.2239,"(10,16]",620.01,"3",7,198
17,"1","1",25.84,0.74,0,"(16,19]",667.7056,"3",7,485
18,"1","1",26.78,0.74,0.0896,"(16,19]",717.1684,"3",7,533
NA,"1",NA,NA,0.7,0.0896,"(16,19]",NA,"3",7,386
20,"1","1",25.84,0.74,NA,"(19,24]",667.7056,"3",7,302
21,NA,"1",24.9,NA,NA,NA,620.01,"3",7,194
22,"1","1",24.9,0.84,0,"(19,24]",620.01,"3",7,125
23,"1","1",24.9,0.84,0.0896,"(19,24]",620.01,"3",7,87
0,"2","1",24.9,0.79,0.1045,"(-0.01,5]",NA,"3",7,28
NA,"2","1",NA,0.79,0.1045,"(-0.01,5]",620.01,"3",7,12
